sep=;
File;Cid;Step;Rid;Rule;Subrule;Species;High;Group;Comment;Subcomment;Accept;Severity;GFP;IFP;Log
midi\Counterpoint\test\test-sus.mid;9;12;241;Wrong suspension rhythm;1/2 + 1/4;5;Low;Rhythm;Start (left) and end (right) of suspension note;;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;9;14;141;No change of direction after the leap: close + 2skip;4th;5;Low;Change of melodic direction around leap;There is immediate melody direction change before leap, but after leap melody direction changes only after two notes, which go in the same direction as leap;;-1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;9;16;239;Anapaest;tie forward;5;Low;Rhythm;1/2 after 1/4 or 1/8 in measure;1/2 is slurred forward;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;9;20;241;Wrong suspension rhythm;1/2 + 1/4;5;Low;Rhythm;Start (left) and end (right) of suspension note;;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;9;22;227;Wrong usage of eighth notes;2nd beat;5;Low;Rhythm;;1/8 note on beat 2;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;9;24;180;Non-permitted melodic interval: ascending;:greater than 8ve;5;Low;Leaps;;;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;9;24;239;Anapaest;tie forward;5;Low;Rhythm;1/2 after 1/4 or 1/8 in measure;1/2 is slurred forward;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;9;28;241;Wrong suspension rhythm;1/2 + 1/4;5;Low;Rhythm;Start (left) and end (right) of suspension note;;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;9;28;221;Wrong resolution of suspension;:by leap;5;Low;Suspension;;Suspension resolution by leap;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;9;28;433;Six-four chord;real;5;Low;Harmony;;6/4 chord with 5th on beat 1/3 or repeating 5th;0;100;1;0;2018-04-24 15:57 Global false positive
midi\Counterpoint\test\test-sus.mid;9;30;183;Non-permitted melodic interval: descending;:m7;5;Low;Leaps;;;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;9;30;22;Leap back;>6th;5;Low;Change of melodic direction around leap;;After leap there is an immediate returning leap in the opposite direction. This returning leap is longer than 6th;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;9;32;238;Anapaest;penultimate;5;Low;Rhythm;1/2 after 1/4 or 1/8 in measure;Last or next to last measure;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;9;36;241;Wrong suspension rhythm;1/2 + 1/4;5;Low;Rhythm;Start (left) and end (right) of suspension note;;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;9;40;238;Anapaest;penultimate;5;Low;Rhythm;1/2 after 1/4 or 1/8 in measure;Last or next to last measure;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;9;40;267;Last note is not a whole;not whole;5;Low;Rhythm;;;0;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;9;24;509;No change of direction before the leap: aux + close;>5th;5;Low;Change of melodic direction around leap;There is immediate melody direction change after leap. Before leap there is auxiliary note, then ending leap note repeats and then there is movement inside leap.;;1;0;1;0;2018-06-28 17:19 Global false positive
midi\Counterpoint\test\test-sus.mid;10;4;242;Wrong suspension rhythm;1/2 + 1/2;5;Low;Rhythm;Start (left) and end (right) of suspension note;;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;10;4;301;Too many notes in one measure;5 after sus.;5;Low;Rhythm;;5 notes in measure only allowed if first note is a suspension from previous measure;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;10;4;291;Wrong resolution of suspension;short;5;Low;Suspension;;If resolution note is shorter than 1/4;0;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;10;8;228;Wrong usage of eighth notes;3rd beat;5;Low;Rhythm;;1/8 note on beat 3;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;10;10;229;Wrong usage of eighth notes;4th beat;5;Low;Rhythm;;1/8 note on beat 4;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;10;10;255;Wrong usage of eighth notes;>2 x 1/8;5;Low;Rhythm;;More than two 1/8 notes in measure;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;10;16;249;Parallel 5ths: < 4/4 apart;stepwize;5;Low;Perfect consonance;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;One of intervals is approached and left by stepwize movement ;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;10;20;241;Wrong suspension rhythm;1/2 + 1/4;5;Low;Rhythm;Start (left) and end (right) of suspension note;;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;10;22;235;Non-permitted rhythm;1/4 syncope;5;Low;Rhythm;;1/4 on beat 2 or 4 is slurred to next note;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;10;26;75;Penultimate measure;:no V or II note;5;Low;Border;;No V or II note;0;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;10;28;12;Melodic climax is repeated;in upper part;5;Low;Melodic repeats;;Multiple culminations in higher voice;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;10;12;506;No change of direction before the leap: aux + close;3rd;5;Low;Change of melodic direction around leap;There is immediate melody direction change after leap. Before leap there is auxiliary note, then ending leap note repeats and then there is movement inside leap.;;1;0;1;0;2018-06-28 17:19 Global false positive
midi\Counterpoint\test\test-sus.mid;11;0;67;Skipped notes;1;1;Low;Range;Skipped notes that do not appear within this voice;;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;11;0;69;Skipped notes;>1 joined;1;Low;Range;Skipped notes that do not appear within this voice;;0;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;11;0;179;Non-permitted melodic interval: ascending;:8ve;1;Low;Leaps;;;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;11;1;83;Dissonance;:on downbeat;1;Low;Dissonance;;;0;100;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;11;2;181;Non-permitted melodic interval: descending;:m6;1;Low;Leaps;;;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;11;2;143;No change of direction after the leap: close + 2skip;>5th;1;Low;Change of melodic direction around leap;There is immediate melody direction change before leap, but after leap melody direction changes only after two notes, which go in the same direction as leap;;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;11;2;505;Consecutive unidirectional leaps;2 x >3rds;1;Low;Leaps;;Two consecutive unidirectional leaps, while one of them is longer than 3rd;0;100;1;0;2018-04-23 23:02 Global false positive
midi\Counterpoint\test\test-sus.mid;11;3;215;Direct 8ve;leap;1;Low;Perfect consonance;;Direct movement to 8va with leaping motion in higher voice: not in cadence;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;11;3;86;Consecutive perfect consonances;different;1;Low;Perfect consonance;;Different adjacent perfect consonances;-1;0;0;0;2018-04-23 23:02 Global false positive
midi\Counterpoint\test\test-sus.mid;11;4;182;Non-permitted melodic interval: descending;:maj6;1;Low;Leaps;;;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;11;4;336;Wrong note value for this species;sp1: >8/4;1;Low;Rhythm;Except last note;Usually >8/4;0;50;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;11;4;41;Note lasts for too many measures;>2;1;Low;Rhythm;;Note crosses more than two measures;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;11;4;66;No change of direction before and after the leap: 1skip + 1skip;>5th;1;Low;Change of melodic direction around leap;There is one note going in the same direction before and after leap;;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;11;5;83;Dissonance;:on downbeat;1;Low;Dissonance;;;0;100;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;11;7;458;Sus. prepared by dissonance;start diss.;1;Low;Suspension;;Suspension starts with dissonance;0;100;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;11;9;336;Wrong note value for this species;sp1: >8/4;1;Low;Rhythm;Except last note;Usually >8/4;0;50;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;11;9;41;Note lasts for too many measures;>2;1;Low;Rhythm;;Note crosses more than two measures;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;11;11;75;Penultimate measure;:no V or II note;1;Low;Border;;No V or II note;0;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;11;11;83;Dissonance;:on downbeat;1;Low;Dissonance;;;0;100;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;11;11;433;Six-four chord;real;1;Low;Harmony;;6/4 chord with 5th on beat 1/3 or repeating 5th;0;100;1;0;2018-04-24 15:57 Global false positive
midi\Counterpoint\test\test-sus.mid;11;12;357;Non-permitted last harmony;III-I;1;Low;Border;Lower-upper note;;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;12;0;268;Non-permitted first harmony;I-I;4;Low;Border;Lower-upper note;;-1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;12;3;221;Wrong resolution of suspension;:by leap;4;Low;Suspension;;Suspension resolution by leap;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;12;7;220;Wrong resolution of suspension;:unresolved;4;Low;Suspension;;;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;12;8;367;Tritone: adjacent framed;on climax;4;Low;Tritone;Melodic adjacent tritone, framed by two melody direction changes;;0;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;12;8;366;Tritone: adjacent framed;:unresolved;4;Low;Tritone;Melodic adjacent tritone, framed by two melody direction changes;;0;100;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;12;8;58;Leap back;overflow;4;Low;Change of melodic direction around leap;;After leap there is an immediate returning leap in the opposite direction. This returning leap is longer than initial leap;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;12;13;219;Wrong resolution of suspension;:up;4;Low;Suspension;;Suspension resolution up except for leading note (LT stepwize resolution up to tonic is allowed);0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;13;0;69;Skipped notes;>1 joined;4;Low;Range;Skipped notes that do not appear within this voice;;0;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;13;1;221;Wrong resolution of suspension;:by leap;4;Low;Suspension;;Suspension resolution by leap;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;13;5;418;Repeated harmony;in changed position;4;Low;Harmony;;Chord is repeated, but inversion is changed;0;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;13;6;58;Leap back;overflow;4;Low;Change of melodic direction around leap;;After leap there is an immediate returning leap in the opposite direction. This returning leap is longer than initial leap;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;13;6;81;Perfect consonance;culmination;4;Low;Perfect consonance;;;-1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;13;6;492;Parallel 8ves / unisons: < 4/4 apart;other;4;Low;Perfect consonance;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;If other rules in this row did not apply;0;50;1;0;2018-04-23 23:02 Global false positive
midi\Counterpoint\test\test-sus.mid;13;7;221;Wrong resolution of suspension;:by leap;4;Low;Suspension;;Suspension resolution by leap;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;13;9;219;Wrong resolution of suspension;:up;4;Low;Suspension;;Suspension resolution up except for leading note (LT stepwize resolution up to tonic is allowed);0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;13;10;130;No change of direction after the leap: close + 1skip;5th;4;Low;Change of melodic direction around leap;There is immediate melody direction change before leap, but after leap melody direction changes only after one note, which goes in the same direction as leap;;-1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;13;11;221;Wrong resolution of suspension;:by leap;4;Low;Suspension;;Suspension resolution by leap;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;13;13;218;Wrong resolution of suspension;:2nd - unis;4;Low;Suspension;;2nd -> unison. Does not include 9th interval and above;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;13;14;47;Penultimate measure;:no leading-tone;4;Low;Border;;no leading tone is allowed if last bass notes are V-I;0;50;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;13;14;188;Frequent interruption of syncopation: within 10 notes;1;4;Low;Ties;;One syncopation is interrupted, resulting in two separate half notes;1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;13;14;482;Consecutive 8ves or unisons;contrary;4;Low;Perfect consonance;;Contrary octaves are possible in cadence;0;50;1;0;2018-04-23 23:02 Global false positive
midi\Counterpoint\test\test-sus.mid;13;14;277;Unison;:follows M2;4;Low;Perfect consonance;;Oblique motion from major 2nd to unison;1;0;1;0;2018-06-19 22:06 Global false positive
midi\Counterpoint\test\test-sus.mid;22;0;86;Consecutive perfect consonances;different;2;Low;Perfect consonance;;Different adjacent perfect consonances;-1;0;0;0;2018-04-23 23:02 Global false positive
midi\Counterpoint\test\test-sus.mid;22;2;139;Suspension;not last 3;2;Low;Rhythm;;Suspension before N last measures {sp2,3};-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;22;3;385;Parallel 5ths: < 4/4 apart;sus;2;Low;Perfect consonance;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;Second interval is suspension second part;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;22;4;477;No change of direction before the leap between measures: 1skip + close;4th;2;Low;Change of melodic direction around leap;There is immediate melody direction change after leap, but before leap melody direction changes after one note, which goes in the same direction as leap;;0;50;1;0;2018-05-31 12:49 Global false positive
midi\Counterpoint\test\test-sus.mid;22;6;324;Doubling of leading-tone;LT doubling;2;Low;Perfect consonance;;Leading tone harmonic octave for leaping notes and downbeat;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-sus.mid;22;6;481;Consecutive 8ves or unisons;parallel;2;Low;Perfect consonance;;;0;100;1;0;2018-04-23 23:02 Global false positive
midi\Counterpoint\test\test-cp5-rhythm.mid;4;0;404;Repetition - 2 notes are repeated: adjacent;any rhythm;5;Low;Melodic repeats;Two adjacent notes are immediately repeated;;1;0;1;0;2018-04-24 00:04 Global false positive
midi\Counterpoint\test\test-cp5-rhythm.mid;4;4;242;Wrong suspension rhythm;1/2 + 1/2;5;Low;Rhythm;Start (left) and end (right) of suspension note;;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;4;4;219;Wrong resolution of suspension;:up;5;Low;Suspension;;Suspension resolution up except for leading note (LT stepwize resolution up to tonic is allowed);0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;4;8;488;Parallel 8ves / unisons: < 4/4 apart;stepwize;5;Low;Perfect consonance;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;One of intervals is approached and left by stepwize movement ;0;50;1;0;2018-04-24 00:04 Global false positive
midi\Counterpoint\test\test-cp5-rhythm.mid;4;16;488;Parallel 8ves / unisons: < 4/4 apart;stepwize;5;Low;Perfect consonance;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;One of intervals is approached and left by stepwize movement ;0;50;1;0;2018-04-24 00:04 Global false positive
midi\Counterpoint\test\test-cp5-rhythm.mid;4;18;251;Wrong suspension rhythm;1/4 + ?;5;Low;Rhythm;Start (left) and end (right) of suspension note;;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;12;26;No change of direction before the leap between measures: >1skip + close;4th;5;Low;Change of melodic direction around leap;There is immediate melody direction change after leap, but before leap melody direction changes after more than one note, which go in the same direction as leap;;0;50;1;0;2018-05-31 15:15 Global false positive
midi\Counterpoint\test\test-cp5-rhythm.mid;5;14;236;Non-permitted rhythm;whole inside;5;Low;Rhythm;;Downbeat whole note inside counterpoint - not first or last note;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;24;235;Non-permitted rhythm;1/4 syncope;5;Low;Rhythm;;1/4 on beat 2 or 4 is slurred to next note;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;28;287;Anticipation;any;5;Low;Nonchord tones;;Prohibit this rule to prevent detection of any anticipation. By default allows stepwize anticipation in cadence with next note longer and previous note longer or equal;0;50;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;28;290;Anticipation;not in cadence;5;Low;Nonchord tones;;Anticipation inside counterpoint - not in cadence;0;50;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;28;293;Anticipation;next equal;5;Low;Nonchord tones;;Next note has equal length with anticipation note;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;32;235;Non-permitted rhythm;1/4 syncope;5;Low;Rhythm;;1/4 on beat 2 or 4 is slurred to next note;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;32;234;Non-permitted rhythm;1/2. upbeat;5;Low;Rhythm;;Dotted half note on upbeat;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;32;88;Wrong usage of eighth notes;leap;5;Low;Rhythm;;Leap from or to 1/8 note;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;32;488;Parallel 8ves / unisons: < 4/4 apart;stepwize;5;Low;Perfect consonance;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;One of intervals is approached and left by stepwize movement ;0;50;1;0;2018-04-24 00:04 Global false positive
midi\Counterpoint\test\test-cp5-rhythm.mid;5;38;226;Wrong usage of eighth notes;1st beat;5;Low;Rhythm;;1/8 note on beat 1;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;38;246;Too many notes in one measure;>5;5;Low;Rhythm;;;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;42;228;Wrong usage of eighth notes;3rd beat;5;Low;Rhythm;;1/8 note on beat 3;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;42;255;Wrong usage of eighth notes;>2 x 1/8;5;Low;Rhythm;;More than two 1/8 notes in measure;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;43;88;Wrong usage of eighth notes;leap;5;Low;Rhythm;;Leap from or to 1/8 note;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;46;245;Too many notes in one measure;5 without sus.;5;Low;Rhythm;;;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;50;249;Parallel 5ths: < 4/4 apart;stepwize;5;Low;Perfect consonance;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;One of intervals is approached and left by stepwize movement ;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;52;229;Wrong usage of eighth notes;4th beat;5;Low;Rhythm;;1/8 note on beat 4;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;53;12;Melodic climax is repeated;in upper part;5;Low;Melodic repeats;;Multiple culminations in higher voice;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;54;226;Wrong usage of eighth notes;1st beat;5;Low;Rhythm;;1/8 note on beat 1;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;54;246;Too many notes in one measure;>5;5;Low;Rhythm;;;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;56;227;Wrong usage of eighth notes;2nd beat;5;Low;Rhythm;;1/8 note on beat 2;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;56;255;Wrong usage of eighth notes;>2 x 1/8;5;Low;Rhythm;;More than two 1/8 notes in measure;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;57;18;Audible tritone: framed;:resolved;5;Low;Tritone;Tritone within measure with intermediate notes, framed by two melody direction changes;;0;0;1;0;2018-04-24 15:56 Global false positive
midi\Counterpoint\test\test-cp5-rhythm.mid;5;58;228;Wrong usage of eighth notes;3rd beat;5;Low;Rhythm;;1/8 note on beat 3;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;60;229;Wrong usage of eighth notes;4th beat;5;Low;Rhythm;;1/8 note on beat 4;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;62;245;Too many notes in one measure;5 without sus.;5;Low;Rhythm;;;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;62;413;Repetition - 2 notes are repeated: adjacent IM;any rhythm;5;Low;Melodic repeats;Two adjacent notes are immediately repeated inside one measure;;0;0;1;0;2018-04-24 00:04 Global false positive
midi\Counterpoint\test\test-cp5-rhythm.mid;5;65;231;Wrong usage of eighth notes;isolated;5;Low;Rhythm;;1/8 note without pairing 1/8;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;66;228;Wrong usage of eighth notes;3rd beat;5;Low;Rhythm;;1/8 note on beat 3;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;67;232;Wrong usage of eighth notes;1/8 syncope;5;Low;Rhythm;;1/8 note slurred forward to next beat;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;69;232;Wrong usage of eighth notes;1/8 syncope;5;Low;Rhythm;;1/8 note slurred forward to next beat;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;69;287;Anticipation;any;5;Low;Nonchord tones;;Prohibit this rule to prevent detection of any anticipation. By default allows stepwize anticipation in cadence with next note longer and previous note longer or equal;0;50;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;69;290;Anticipation;not in cadence;5;Low;Nonchord tones;;Anticipation inside counterpoint - not in cadence;0;50;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;70;315;Parallel 5ths: < 4/4 apart;anticipation;5;Low;Perfect consonance;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;Second interval is anticipation downbeat;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;74;433;Six-four chord;real;5;Low;Harmony;;6/4 chord with 5th on beat 1/3 or repeating 5th;0;100;1;0;2018-04-24 15:56 Global false positive
midi\Counterpoint\test\test-cp5-rhythm.mid;5;78;233;Non-permitted rhythm;1/2. downbeat;5;Low;Rhythm;;Dotted half note on downbeat;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;88;234;Non-permitted rhythm;1/2. upbeat;5;Low;Rhythm;;Dotted half note on upbeat;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;88;235;Non-permitted rhythm;1/4 syncope;5;Low;Rhythm;;1/4 on beat 2 or 4 is slurred to next note;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;88;182;Non-permitted melodic interval: descending;:maj6;5;Low;Leaps;;;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;88;88;Wrong usage of eighth notes;leap;5;Low;Rhythm;;Leap from or to 1/8 note;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;88;487;Parallel 8ves / unisons: < 4/4 apart;asymmetric;5;Low;Perfect consonance;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;First and second perfect consonances are placed on differrent beats;1;0;1;0;2018-04-24 00:04 Global false positive
midi\Counterpoint\test\test-cp5-rhythm.mid;5;94;226;Wrong usage of eighth notes;1st beat;5;Low;Rhythm;;1/8 note on beat 1;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;94;433;Six-four chord;real;5;Low;Harmony;;6/4 chord with 5th on beat 1/3 or repeating 5th;0;100;1;0;2018-04-24 15:56 Global false positive
midi\Counterpoint\test\test-cp5-rhythm.mid;5;95;88;Wrong usage of eighth notes;leap;5;Low;Rhythm;;Leap from or to 1/8 note;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;95;178;Non-permitted melodic interval: ascending;:maj7;5;Low;Leaps;;;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;96;234;Non-permitted rhythm;1/2. upbeat;5;Low;Rhythm;;Dotted half note on upbeat;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;96;235;Non-permitted rhythm;1/4 syncope;5;Low;Rhythm;;1/4 on beat 2 or 4 is slurred to next note;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;96;211;Direct 8ve;stepwise;5;Low;Perfect consonance;;Direct movement to 8va with stepwize motion in higher voice: not in cadence;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;106;240;Anapaest;inside;5;Low;Rhythm;1/2 after 1/4 or 1/8 in measure;Before penultimate measure;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;114;239;Anapaest;tie forward;5;Low;Rhythm;1/2 after 1/4 or 1/8 in measure;1/2 is slurred forward;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;118;242;Wrong suspension rhythm;1/2 + 1/2;5;Low;Rhythm;Start (left) and end (right) of suspension note;;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;122;492;Parallel 8ves / unisons: < 4/4 apart;other;5;Low;Perfect consonance;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;If other rules in this row did not apply;0;50;1;0;2018-04-24 00:04 Global false positive
midi\Counterpoint\test\test-cp5-rhythm.mid;5;128;235;Non-permitted rhythm;1/4 syncope;5;Low;Rhythm;;1/4 on beat 2 or 4 is slurred to next note;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;128;234;Non-permitted rhythm;1/2. upbeat;5;Low;Rhythm;;Dotted half note on upbeat;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;128;274;Wrong suspension rhythm;start >1/2;5;Low;Rhythm;Start (left) and end (right) of suspension note;Suspension start should not be longer;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;134;243;Wrong suspension rhythm;? + 1/2.;5;Low;Rhythm;Start (left) and end (right) of suspension note;;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp5-rhythm.mid;5;134;244;Wrong suspension rhythm;1/2. + ?;5;Low;Rhythm;Start (left) and end (right) of suspension note;;0;100;1;0;Imported from midi lyrics
