Set;Rid;Species;Voices;Severity;Class;Group;Name;SubName;Accept;Comment;SubComment;Viztype;VI;VC;VH;VS;VT;FQ;CF;GF;IF;DEU;MEI;ER;UE;R
1;220;;;100;Harmony;Suspension;Wrong resolution of suspension;:unresolved;0;;;12;;1;;;Sus.;6;2;1;;;;;;
1;221;;;100;Harmony;Suspension;Wrong resolution of suspension;:by leap;0;;Suspension resolution by leap;12;;1;;;Sus.;16;7;1;;;;;;
1;291;;;50;Harmony;Suspension;Wrong resolution of suspension;short;0;;If resolution note is shorter than 1/4;12;;1;;;Sus.;2;1;1;;;;;;
1;286;;;50;Harmony;Suspension;Wrong resolution of suspension;:wrong beat;0;;Suspension is not resolved on allowed beat;12;;1;;;Sus.;7;7;1;;;;;;
1;419;;;0;Harmony;Suspension;Wrong resolution of suspension;on beat 2;1;;Allows resolution to beat 2;;;1;;;;0;0;;;;;;;
1;420;;;0;Harmony;Suspension;Wrong resolution of suspension;on beat 4;1;;Allows resolution to beat 4;;;1;;;;0;0;;;;;;;
1;296;;;50;Harmony;Suspension;Suspension resolution ornament;leap to resolution;0;;Leap from resolution ornament to resolution is longer than 8va;12;;1;;;Sus.;0;0;1;;;;;;
1;292;;;50;Harmony;Suspension;Suspension resolution ornament;chatty;0;;There are more than 2 notes in resolution ornament between suspension and resolution;12;;1;;;Sus.;1;1;1;;;;;;
1;295;;;50;Harmony;Suspension;Suspension resolution ornament;leap from sus;0;;Leap from suspension to resolution ornament is longer than 8ve;12;;1;;;Sus.;0;0;1;;;;;;
1;387;;;0;Harmony;Suspension;Wrong usage of sus. in 2nd sp.;I -> LT penultimate measure;1;;Suspension of LT by I note in penultimate measure in sp2;;;1;;;;8;0;1;;;;;;
1;388;;;50;Harmony;Suspension;Wrong usage of sus. in 2nd sp.;not I -> LT penultimate measure;0;;Other suspension than LT by I note in penultimate measure in sp2;;;1;;;;14;4;;;;;;;
1;458;;;100;Harmony;Suspension;Suspension prepared by dissonance;/diss. prep;0;;Suspension starts with dissonance;;;1;;;;23;6;;;;;;;
1;532;;;0;Harmony;Border;Non-permitted first note;V;-1;;;;;1;;;;;;;;;;;;
1;533;;;0;Harmony;Border;Non-permitted first note;III syncope;-1;;;;;1;;;;;;;;;;;;
1;534;;;0;Harmony;Border;Non-permitted first note;III;0;;;;;1;;;;;;;;;;;;
1;535;;;0;Harmony;Border;Non-permitted first note;Other;0;;;;;1;;;;;;;;;;;;
1;536;;EB;0;Harmony;Border;Non-permitted last note;V;0;For this rule E voice means highest voice, B means lowest voice, N means non-outer voice;;;;1;;;;;;;;;;;;
1;537;;EB;0;Harmony;Border;Non-permitted last note;III;0;For this rule E voice means highest voice, B means lowest voice, N means non-outer voice;;;;1;;;;;;;;;;;;
1;538;;EB;0;Harmony;Border;Non-permitted last note;Other;0;For this rule E voice means highest voice, B means lowest voice, N means non-outer voice;;;;1;;;;;;;;;;;;
1;536;;N;0;Harmony;Border;Non-permitted last note;V;-1;For this rule E voice means highest voice, B means lowest voice, N means non-outer voice;;;;1;;;;;;;;;;;;
1;537;;N;0;Harmony;Border;Non-permitted last note;III;1;For this rule E voice means highest voice, B means lowest voice, N means non-outer voice;;;;1;;;;;;;;;;;;
1;538;;N;0;Harmony;Border;Non-permitted last note;Other;0;For this rule E voice means highest voice, B means lowest voice, N means non-outer voice;;;;1;;;;;;;;;;;;
1;137;;;50;Harmony;Border;Non-permitted first harmony;not T;0;;Also prohibits T6;1;;1;;;;;;;;;;;;
1;531;;;50;Harmony;Border;Non-permitted last harmony;not T;0;;Also prohibits T6;1;;1;;;;;;;;;;;;
1;241;;;0;Harmony;Border;Non-permitted first harmonic interval;M2;1;;;;;;;;;;;;;;;;;
1;242;;;0;Harmony;Border;Non-permitted first harmonic interval;m7;1;;;;;;;;;;;;;;;;;
1;243;;;0;Harmony;Border;Non-permitted first harmonic interval;M9;1;;;;;;;;;;;;;;;;;
1;252;;;50;Harmony;Border;Non-permitted first harmonic interval;m2;0;;;;;;;;;;;;;;;;;
1;253;;;50;Harmony;Border;Non-permitted first harmonic interval;M7;0;;;;;;;;;;;;;;;;;
1;254;;;50;Harmony;Border;Non-permitted first harmonic interval;m9;0;;;;;;;;;;;;;;;;;
1;47;;;50;Harmony;Border;Penultimate chord;:no leading-tone;0;;no leading tone is allowed if last bass notes are V-I;1;;1;;;;108;5;;;;;;;
1;335;;;50;Harmony;Border;Penultimate chord;:no V or VII chord;0;;Penultimate harmony is not V or VII;1;;1;;;;146;1;;;;;;;
1;89;;;50;Harmony;Consecutive 3rds, 4ths and 6ths;Too many consecutive harmonic 3rds;> 3;0;More than AA 3rds in a row;;9;1;1;;;Consec. 3rds;27;0;;;;;;;
1;238;;;50;Harmony;Consecutive 3rds, 4ths and 6ths;Too many consecutive harmonic 4ths;> 3;0;More than AA 4ths in a row;;9;1;1;;;Parallel 4ths;;;;;;;;;
1;90;;;50;Harmony;Consecutive 3rds, 4ths and 6ths;Too many consecutive harmonic 6ths;> 3;0;More than AA 6ths in a row;;9;1;1;;;Consec. 6ths;;;;;;;;;
1;379;;;50;Harmony;Dissonance;Unresolved harmonic tritone;/unresolved;0;;;12;;2;;;Tri.;21;4;;;;;;;
1;162;;;0;Harmony;Dissonance;Consecutive tritones;parallel;0;;;7;1;;;;!fn!;;;;;;;;;
1;163;;<6;0;Harmony;Dissonance;Consecutive tritones;contrary;0;;;7;1;;;;!fn!;;;;;;;;;
1;163;;6E;0;Harmony;Dissonance;Consecutive tritones;contrary;0;;;7;1;;;;!fn!;;;;;;;;;
1;83;;;100;Harmony;Dissonance;Misuse of a non-chord tone;:on downbeat;0;;;;;1;;;;219;21;;;;;169;;
1;223;;;50;Harmony;Dissonance;Misuse of a non-chord tone;:longer than previous chord tone;0;;Dissonance is longer than previous note;;;1;;;;14;7;1;;;;;;
1;551;;;100;Harmony;Dissonance;Misuse of a non-chord tone;:first note;0;;;;;1;;;;;;;;;;;;
1;170;;;50;Harmony;Dissonance;Neighbor tone should be surrounded by chord tones;/wrong neighbor;0;;;;;1;;;;;;;;;;;;
1;171;;;50;Harmony;Dissonance;Harmonic 4th;:with lowest voice;0;;4th interval is prohibited between two chord tones with bass;;;1;;;;;;;;;;;;
1;331;;;50;Harmony;Dissonance;Harmonic tritone;:with lowest voice;0;;Tritone is prohibited between two chord tones with bass in major and melodic minor.;;;1;;;;0;0;1;;;;;;
1;195;;;50;Harmony;Dissonance;Harmonic tritone;in archaic mode;0;;In ancient modes, tritone is prohibited between any voices;;;1;;;;;;;;;;;;
1;36;;;100;Harmony;Dissonance;Non-chord tone approached by leap;/leap;0;;Leap to harmonic upbeat dissonance;;;1;;;;;;;;;;276,169;;
1;187;;;100;Harmony;Dissonance;Non-chord tone left by leap;/leap;0;;Leap from harmonic upbeat dissonance;;;1;;;;195;8;;;;;276,169;;
1;161;;;0;Harmony;Dissonance;Similar motion to tritone;tritone;0;;Direct movement to tritone;7;3;;;;!fn!;;;;;;;;;
1;169;;;50;Harmony;Dissonance;Similar motion to dissonance between outer voices;m7;0;;Minor 7th;7;3;;;;!fn!;904;3;;;;;;;
1;276;;;50;Harmony;Dissonance;Similar motion to dissonance between outer voices;M7;0;;Major 7th;7;3;;;;!fn!;6;3;1;;;;;;
1;173;;;50;Harmony;Dissonance;Similar motion to dissonance between outer voices;m9;0;;Minor 9th;7;3;;;;!fn!;;;;;;;;;
1;174;;;50;Harmony;Dissonance;Similar motion to dissonance between outer voices;M9;0;;Major 9th;7;3;;;;!fn!;;;;;;;;;
1;24;;<5;50;Harmony;Voice motion;Voice overlapping;adjacent voices;0;;;10;;1;;;Overlap;54;9;1;;;;;;
1;548;;<5;100;Harmony;Voice motion;Voice overlapping;non-adjacent;0;;;10;;1;;;Overlap;;;;;;;;;
1;136;;<5;100;Harmony;Voice motion;Voice overlapping;direct 2nd;0;;Similar movement to harmonic second interval;7;3;;;;!fn!;;;;;;;;;
1;24;;>4;0;Harmony;Voice motion;Voice overlapping;adjacent voices;0;;;10;;1;;;Overlap;54;9;1;;;;;;
1;548;;>4;100;Harmony;Voice motion;Voice overlapping;non-adjacent;0;;;10;;1;;;Overlap;;;;;;;;;
1;136;;>4;100;Harmony;Voice motion;Voice overlapping;direct 2nd;0;;Similar movement to harmonic second interval;7;3;;;;!fn!;;;;;;;;;
1;541;;<3;50;Harmony;Voice motion;Voice crossing is prohibited;first measure;0;;;12;;1;;;Cross.;;;;;;;;;
1;542;;<3;50;Harmony;Voice motion;Voice crossing is prohibited;last measure;0;;;12;;1;;;Cross.;;;;;;;;;
1;543;;<3;100;Harmony;Voice motion;Voice crossing is prohibited;any;0;;;12;;1;;;Cross.;;;;;;;;;
1;541;;>2;50;Harmony;Voice motion;Voice crossing is prohibited;first measure;0;;;12;;1;;;Cross.;;;;;;;;;
1;542;;>2;50;Harmony;Voice motion;Voice crossing is prohibited;last measure;0;;;12;;1;;;Cross.;;;;;;;;;
1;541;;>4;0;Harmony;Voice motion;Voice crossing is prohibited;first measure;0;;;12;;1;;;Cross.;;;;;;;;;
1;542;;>4;0;Harmony;Voice motion;Voice crossing is prohibited;last measure;1;;;12;;1;;;Cross.;;;;;;;;;
1;518;;<5;50;Harmony;Voice motion;Voice crossing is too long;> 1.5 measures;0;;;12;;1;;;Cross.;;;;;;;;;
1;519;;<5;100;Harmony;Voice motion;Voice crossing is too long;> 2.5 measures;0;;;12;;1;;;Cross.;;;;;;;;;
1;518;;>4;0;Harmony;Voice motion;Voice crossing is too long;> 1.5 measures;0;;;12;;1;;;Cross.;;;;;;;;;
1;519;;>4;50;Harmony;Voice motion;Voice crossing is too long;> 2.5 measures;0;;;12;;1;;;Cross.;;;;;;;;;
1;520;;;100;Harmony;Voice motion;Voice crossing between non-adjacent voices;/non-adjacent;0;;;12;;1;;;Cross.;;;;;;;;;
1;544;;;0;Harmony;Voice motion;2nd interval during voice crossing;/2nd interval;0;;Second interval at crossing;;;1;;;;;;;;;;;;
1;546;;;0;Harmony;Voice motion;Similar motion with crossing voices;:one voice leaps;0;;Direct motion to crossing if one of voices leaps;12;;1;;;Cross.;;;;;;;;;
1;547;;;50;Harmony;Voice motion;Similar motion with crossing voices;:both voices leap;0;;Direct motion to crossing if both voices leap;12;;1;;;Cross.;;;;;;;;;
1;545;;;50;Harmony;Voice motion;Consecutive 2nd intervals during voice crossing;/Two 2nd intervals;0;Two consecutive harmonic 2nd intervals;Second interval before and at crossing;12;;1;;;Cons. 2nds;;;;;;;;;
1;214;;>2;50;Harmony;Voice motion;Similar motion in all parts;/same direction;0;;;10;;;;;SMAP;;;;;;;;;
1;550;;>2;50;Harmony;Voice motion;Parallel motion in all parts;two times;0;;;10;;;;;Parallelism;;;;;;;;;
1;256;;;0;Harmony;Nonchord tones;Cambiata;/any;1;;Prohibit this rule to prevent detection of any cambiata, thus processing as usual notes;;;1;;;;37;0;;;;;;1;
1;258;;;0;Harmony;Nonchord tones;Double-neighbor tone;/any;1;;Prohibit this rule to prevent detection of any double-neighbour tone;;;1;;;;35;0;;;;;;1;
1;3;;;0;Harmony;Nonchord tones;Double-neighbor tone;approached by leap;0;;There is a leap before first note of double-neighbour tone group;;;1;;;;0;0;;;;;;;
1;97;;;50;Harmony;Nonchord tones;Double-neighbor tone;:left by leap;0;;There is a leap after last note of double-neighbour tone;;;1;;;;3;0;;;;;;;
1;282;;;50;Harmony;Nonchord tones;Passing dissonance on first beat;/any;0;In upper voice only;Set this rule to red to prevent PDD detection. Set to yellow to detect PDD only if there is no other way to explain harmony.;;;1;;;;50;1;;;;;;1;
1;257;;;0;Harmony;Nonchord tones;Neighbor tone dissonance on first beat;chord repeat;1;;;;;;;;;;;;;;;;;
1;287;;>2;50;Harmony;Nonchord tones;Anticipation;/any;0;;Prohibit this rule to prevent detection of any anticipation. By default allows stepwize anticipation in cadence with next note longer and previous note longer or equal;;;1;;;;52;14;;;;;;;
1;287;;<3;50;Harmony;Nonchord tones;Anticipation;/any;0;;Prohibit this rule to prevent detection of any anticipation. By default allows stepwize anticipation in cadence with next note longer and previous note longer or equal;;;1;;;;52;14;;;;;;;
